UniProt	SwissProt	Chembl	Annotation
PTN1_HUMAN	P18031	CHEMBL335	Protein-tyrosine Phosphatase 1B, Human
PTN1_MOUSE	P35821	CHEMBL3336	Protein-tyrosine Phosphatase 1B, Mouse
PTN1_RAT	P20417	CHEMBL2371	Protein-tyrosine Phosphatase 1B, Rat
PTN22_HUMAN	Q9Y2R2	CHEMBL2889	Hematopoietic Cell Protein-tyrosine Phosphatase 70Z-PEP, Human
PTN2_HUMAN	P17706	CHEMBL3807	T-cell Protein-tyrosine Phosphatase, Human
PTN6_HUMAN	P29350	CHEMBL3166	Protein-tyrosine Phosphatase 1C, Human
PTN7_HUMAN	P35236	CHEMBL2219	Protein-tyrosine Phosphatase LC-PTP, Human
PTP1_YEAST	P25044	CHEMBL4452	Protein-tyrosine Phosphatase 1, Yeast
PTPA_HUMAN	Q15257	CHEMBL2505	Protein Phosphatase 2A Regulatory Subunit B', Human
PTPA_MYCTU	P65716	CHEMBL4542	Probable Low Molecular Weight Protein-tyrosine-phosphatase, Myctu
PTPRA_HUMAN	P18433	CHEMBL3918	Receptor-type Tyrosine-protein Phosphatase Alpha, Human
PTPRB_HUMAN	P23467	CHEMBL2706	Receptor-type Tyrosine-protein Phosphatase Beta, Human
PTPRC_HUMAN	P08575	CHEMBL3243	Leukocyte Common Antigen, Human
PTPRF_HUMAN	P10586	CHEMBL3521	Receptor-type Tyrosine-protein Phosphatase F (LAR), Human
PTR1_LEIMA	Q01782	CHEMBL6194	Pteridine Reductase 1, Leima
PUR2_HUMAN	P22102	CHEMBL3972	GAR Transformylase, Human
PUR2_MOUSE	Q64737	CHEMBL3690	GAR Transformylase, Mouse
PUR6_CHICK	P38024	CHEMBL5312	Multifunctional Protein ADE2, Chick
PUR9_HUMAN	P31939	CHEMBL2518	AICAR Transformylase, Human
PUR9_MOUSE	Q9CWJ9	CHEMBL2277	AICAR Transformylase, Mouse
PURA2_HUMAN	P30520	CHEMBL4875	Adenylosuccinate Synthetase 2, Human
PYGB_HUMAN	P11216	CHEMBL3856	Brain Glycogen Phosphorylase, Human
PYGL_HUMAN	P06737	CHEMBL2568	Liver Glycogen Phosphorylase, Human
PYGL_MOUSE	Q9ET01	CHEMBL3008	Liver Glycogen Phosphorylase, Mouse
PYGL_RAT	P09811	CHEMBL3239	Liver Glycogen Phosphorylase, Rat
PYGM_HUMAN	P11217	CHEMBL3526	Muscle Glycogen Phosphorylase, Human
PYGM_RABIT	P00489	CHEMBL4696	Glycogen Phosphorylase, Muscle Form, Rabit
PYR1_HUMAN	P27708	CHEMBL3093	Dihydroorotase, Human
PYRD_HUMAN	Q02127	CHEMBL1966	Dihydroorotate Dehydrogenase, Human
PYRD_MOUSE	O35435	CHEMBL2991	Dihydroorotate Dehydrogenase, Mouse
PYRD_RAT	Q63707	CHEMBL2383	Dihydroorotate Dehydrogenase, Rat
PYRF_METTH	O26232	CHEMBL5688	Orotidine 5'-phosphate Decarboxylase, Metth
PYRF_YEAST	P03962	CHEMBL4858	Orotidine Phosphate Decarboxylase, Yeast
Q06347_9HIV2	Q06347	CHEMBL1681630	Reverse Transcriptase, 9hiv2
Q0GKD7_LEIDO	Q0GKD7	CHEMBL3693	Farnesyl Pyrophosphate Synthase, Leido
Q0PJ46_PLAFA	Q0PJ46	CHEMBL6071	Lactate Dehydrogenase, Plafa
Q0PXQ5_HELPX	Q0PXQ5	CHEMBL5325	Urease, Helpx
Q0VTR6_ACIG3	Q0VTR6	CHEMBL1667675	ADC-14 Protein, Acig3
Q0VTR8_ACIG3	Q0VTR8	CHEMBL1667676	ADC-16 Protein, Acig3
Q17066_ASTPE	Q17066	CHEMBL5124	Cdc2, Astpe
Q197X6_TOXGO	Q197X6	CHEMBL5831	Farnesyl Diphosphate Synthase, Toxgo
Q1HEC0_RAT	Q1HEC0	CHEMBL5125	Acetyl-Coenzyme A Carboxylase 2, Rat
Q20MD5_9INFA	Q20MD5	CHEMBL1772930	Matrix Protein 2, 9infa
Q25262_LEIDO	Q25262	CHEMBL4021	Tubulin Alpha Chain, Leido
Q25270_LEIDO	Q25270	CHEMBL3186	Beta Tubulin, Leido
Q25615_ONCVO	Q25615	CHEMBL1795119	Chitinase, Oncvo
Q28953_PIG	Q28953	CHEMBL3498	Ryanodine Receptor 2, Pig
Q2HXR2_TOXGO	Q2HXR2	CHEMBL4668	Purine Nucleoside Phosphorylase, Toxgo
Q2LFS1_9INFA	Q2LFS1	CHEMBL1667685	Neuraminidase, 9infa
Q2PCB5_DICLA	Q2PCB5	CHEMBL1795125	Carbonic Anhydrase, Dicla
Q2TJZ7_PIG	Q2TJZ7	CHEMBL5152	Microsomal Prostaglandin E Synthase-1, Pig
Q2V0Y6_ECOLX	Q2V0Y6	CHEMBL1744490	Beta-lactamase, Ecolx
Q2XPY6_SALET	Q2XPY6	CHEMBL1667678	Extended-spectrum Beta-lactamase CTX-M-53, Salet
Q2XUH7_PIG	Q2XUH7	CHEMBL1163122	Angiotensin Type II Receptor, Pig
Q38DI7_TRYB2	Q38DI7	CHEMBL1770043	6-phosphogluconate Dehydrogenase, Decarboxylating, Putative, Tryb2
Q3HTL5_PLAFA	Q3HTL5	CHEMBL3488	Falcipain 2B, Plafa
Q3I4V7_CRYNV	Q3I4V7	CHEMBL1697676	Carbonic Anhydrase 2, Crynv
Q3S5C3_SALNE	Q3S5C3	CHEMBL1641337	Efflux Transporter, Salne
Q3T905_HELZE	Q3T905	CHEMBL6098	Carboxypeptidase B, Helze
Q3ZDS5_9HEPC	Q3ZDS5	CHEMBL1255142	NS5B, 9hepc
Q43014_PRUAV	Q43014	CHEMBL4192	Beta-glucosidase, Pruav
Q43445_SOYBN	Q43445	CHEMBL1075087	S-adenosyl-L-methionine:delta24-sterol-C-methyltransferase, Soybn
Q43570_TOBAC	Q43570	CHEMBL1293200	Zn Finger Protein, Tobac
Q46991_ENTCL	Q46991	CHEMBL5219	IMI-1, Entcl
Q47245_ECOLX	Q47245	CHEMBL1287602	DNA Gyrase Subunit A, Ecolx
Q48435_KLEPN	Q48435	CHEMBL1641338	Class C Beta-lactamase CMY-36, Klepn
Q499N1_RAT	Q499N1	CHEMBL2269	Retinoic Acid Receptor Alpha, Rat
Q49PX0_9POXV	Q49PX0	CHEMBL1075128	N1L, 9poxv
Q4CXF7_TRYCC	Q4CXF7	CHEMBL5220	Farnesyltransferase, Putative, Trycc
Q4Q5W4_LEIMA	Q4Q5W4	CHEMBL5223	Farnesyltransferase, Putative, Leima
Q4TVR4_KLEPN	Q4TVR4	CHEMBL1255144	Beta-lactamase SHV-55, Klepn
Q4U254_9ENTO	Q4U254	CHEMBL2857	Human Rhinovirus A Protease, 9ento
Q4VQ11_PIG	Q4VQ11	CHEMBL1075029	A1 Adenosine Receptor, Pig
Q4WNT5_ASPFU	Q4WNT5	CHEMBL1681623	14-alpha Sterol Demethylase Cyp51A, Aspfu
Q50565_METTH	Q50565	CHEMBL3926	Carbonic Anhydrase, Metth
Q50H31_BRAPL	Q50H31	CHEMBL1255145	Class D Beta-lactamase, Brapl
Q533H1_FELCA	Q533H1	CHEMBL5226	Urotensin II Receptor, Felca
Q53729_STAAU	Q53729	CHEMBL3825	Penicillin-binding Protein 2, Staau
Q53I59_TRYCR	Q53I59	CHEMBL1681621	Cyclic Nucleotide Specific Phosphodiesterase, Trycr
Q54A96_PLAFA	Q54A96	CHEMBL3486	Dihydroorotate Dehydrogenase, Plafa
Q56D22_MACMU	Q56D22	CHEMBL5227	Hydroxysteroid 11-beta Dehydrogenase 1, Macmu
Q56D28_CAVPO	Q56D28	CHEMBL1075058	Chemoattractant Receptor-homologous Molecule Expressed On Th2 Cells, Guinea Pig
Q59401_ENTCL	Q59401	CHEMBL3499	Beta-lactamase Class C, Entcl
Q5AJ71_CANAL	Q5AJ71	CHEMBL5337	Carbonic Anhydrase, Canal
Q5CGA3_CRYHO	Q5CGA3	CHEMBL3327	Dihydrofolate Reductase, Cryho
Q5DUH8_COFAR	Q5DUH8	CHEMBL4194	Alpha-galactosidase, Cofar
Q5EI73_PLAFA	Q5EI73	CHEMBL4737	Protein Farnesyltransferase Alpha Subunit, Plafa
Q5EI74_PLAFA	Q5EI74	CHEMBL1741264	Protein Farnesyltransferase Beta Subunit, Plafa
Q5EM59_BOVIN	Q5EM59	CHEMBL3953	Androgen Receptor, Bovin
Q5NGP7_FRATT	Q5NGP7	CHEMBL1770042	Arabinose Phosphate Isomerase, Fratt
Q5RJZ2_RAT	Q5RJZ2	CHEMBL4025	Histone Deacetylase 5, Rat
Q5SC61_TOXGO	Q5SC61	CHEMBL6051	Mitogen-activated Protein Kinase 1, Toxgo
Q5TIX5_MYCSM	Q5TIX5	CHEMBL1641346	Putative Uncharacterized Protein AtpE, Mycsm
Q5VLE3_EMEND	Q5VLE3	CHEMBL1075069	RmtA, Emend
Q5XX84_CANFA	Q5XX84	CHEMBL5342	11-beta-hydroxysteroid Dehydrogenase Type 1, Canine
Q63380_RAT	Q63380	CHEMBL6184	Transporter, Rat
Q64546_RAT	Q64546	CHEMBL1687684	Cytochrome P450c11B3, Rat
Q65ZF5_NAJNA	Q65ZF5	CHEMBL5612	Phospholipase A2, Najna
Q6FTL6_CANGA	Q6FTL6	CHEMBL6185	Carbonic Anhydrase, Canga
Q6GWS8_ECOLX	Q6GWS8	CHEMBL5041	Beta-lactamase TEM-125, Ecolx
Q6IE76_BOVIN	Q6IE76	CHEMBL3605	Squalene Synthetase, Bovin
Q6IMK5_RAT	Q6IMK5	CHEMBL3017	Diamine Oxidase-like Protein 2, Rat
Q6IMK6_RAT	Q6IMK6	CHEMBL2294	Diamine Oxidase-like Protein 1, Rat
Q6JP75_SERFO	Q6JP75	CHEMBL5042	Carbapenem-hydrolizing Beta-lactamase SFC-1, Serfo
Q6L709_HHV2	Q6L709	CHEMBL3415	Thymidine Kinase, Hhv2
Q6MGC4_RAT	Q6MGC4	CHEMBL2096	MHC Class II, Rat
Q6PRC7_IXORI	Q6PRC7	CHEMBL1075261	Legumain-like Protease, Ixori
Q6Q793_9INFA	Q6Q793	CHEMBL1667683	Neuraminidase, 9infa
Q6R7Z5_9TRYP	Q6R7Z5	CHEMBL5832	Cathepsin B-like Cysteine Protease, 9tryp
Q6RY99_RAT	Q6RY99	CHEMBL3558	Gamma-hydroxybutyrate Receptor, Rat
Q6UB75_PIG	Q6UB75	CHEMBL3651	Group VII Phospholipase A2, Pig
Q6UCJ9_TOXGO	Q6UCJ9	CHEMBL1250368	Enoyl-acyl Carrier Reductase, Toxgo
Q6VVP7_PLAFA	Q6VVP7	CHEMBL6072	Malate Dehydrogenase, Plafa
Q6W9J1_ENTCL	Q6W9J1	CHEMBL3652	Beta-lactamase TEM, Entcl
Q6XKD3_RAT	Q6XKD3	CHEMBL1075112	G Protein-coupled Receptor 44, Rat
Q70E71_9ENTE	Q70E71	CHEMBL4313	Aminoglycoside Acetyltransferase, 9ente
Q72547_9HIV1	Q72547	CHEMBL247	Human Immunodeficiency Virus Type 1 Reverse Transcriptase, 9hiv1
Q72874_9HIV1	Q72874	CHEMBL243	Human Immunodeficiency Virus Type 1 Protease, 9hiv1
Q77YF8_9HIV1	Q77YF8	CHEMBL3852	Human Immunodeficiency Virus Type 1 REV, 9hiv1
Q79MP6_PSEAI	Q79MP6	CHEMBL1293244	Beta-lactamase, Pseai
Q7A3H4_STAAN	Q7A3H4	CHEMBL5598	Sortase, Staan
Q7ARH8_YERPE	Q7ARH8	CHEMBL3643	Secreted Protein-tyrosine Phosphatase, Yerpe
Q7CGS5_YERPE	Q7CGS5	CHEMBL1287621	Fructose-bisphosphate Aldolase Class II, Yerpe
Q7DHH4_STAAU	Q7DHH4	CHEMBL6187	MecA, Staau
Q7JHP9_MACMU	Q7JHP9	CHEMBL6197	Transporter, Macmu
Q7K6A1_PLAF7	Q7K6A1	CHEMBL1293190	Histone Deacetylase, Plaf7
Q7M3D2_RABIT	Q7M3D2	CHEMBL1287632	Renin, Rabit
Q7T3S7_ECHCA	Q7T3S7	CHEMBL4195	Phospholipase A2, Echca
Q7T838_HCMV	Q7T838	CHEMBL1287608	Phosphotransferase PUL97, Hcmv
Q7X1P7_STRPN	Q7X1P7	CHEMBL1075022	ParE, Strpn
Q7X575_ECOLX	Q7X575	CHEMBL1287606	Beta-lactamase SHV-11, Ecolx
Q7YY07_CRYPV	Q7YY07	CHEMBL4740	Histone Deacetylase, Crypv
Q7YY76_CRYPV	Q7YY76	CHEMBL3626	Histone Deacetylase, Crypv
Q7ZJM1_9HIV1	Q7ZJM1	CHEMBL3471	Human Immunodeficiency Virus Type 1 Integrase, 9hiv1
Q80T35_MOUSE	Q80T35	CHEMBL3033	Metabotropic Glutamate Receptor 6, Mouse
Q80T43_MOUSE	Q80T43	CHEMBL3779	Metabotropic Glutamate Receptor 2, Mouse
Q80T47_MOUSE	Q80T47	CHEMBL2832	Metabotropic Glutamate Receptor 5, Mouse
Q80Z26_RAT	Q80Z26	CHEMBL1075237	Nucleoside Triphosphate Diphosphohydrolase 3, Rat
Q81LQ4_BACAN	Q81LQ4	CHEMBL1075320	Nicotinate-nucleotide Adenylyltransferase, Bacan
Q81R22_BACAN	Q81R22	CHEMBL5270	Dihydrofolate Reductase, Bacan
Q81VW8_BACAN	Q81VW8	CHEMBL1075045	Dihydropteroate Synthase, Bacan
Q82323_9DELA	Q82323	CHEMBL5297	Protease, 9dela
Q83TT7_ECOLX	Q83TT7	CHEMBL1255151	AmpC, Ecolx
Q862F3_BOVIN	Q862F3	CHEMBL4262	Tubulin Alpha Chain, Bovin
Q862L2_BOVIN	Q862L2	CHEMBL3752	Tubulin Alpha-1 Chain, Bovin
Q864F1_PIG	Q864F1	CHEMBL3634	Phosphodiesterase 5, Pig
Q865E1_MACMU	Q865E1	CHEMBL5299	Histamine Receptor H3, Macmu
Q873X9_ASPFM	Q873X9	CHEMBL4638	Chitinase, Aspfm
Q8AWE3_CHICK	Q8AWE3	CHEMBL2669	Serine-threonine Protein Phosphatase 2A Regulatory Subunit, Chick
Q8BGP7_MOUSE	Q8BGP7	CHEMBL2235	Neuronal Acetylcholine Receptor Protein Beta-2 Subunit, Mouse
Q8CFB8_MOUSE	Q8CFB8	CHEMBL3292	ADP-ribosyltransferase, Mouse
Q8CFM9_RAT	Q8CFM9	CHEMBL3940	Adenylate Cyclase Type VII, Rat
Q8DNV6_STRR6	Q8DNV6	CHEMBL4319	UDP-N-acetylmuramoylalanine-D-glutamyl-lysine-D-alanyl-D-alanine Ligase, Strr6
Q8HY88_BOVIN	Q8HY88	CHEMBL1075183	Potassium Channel Subfamily K Member 2, Bovin
Q8HZR1_CANFA	Q8HZR1	CHEMBL4133	Cyclooxygenase-1, Canine
Q8II92_PLAF7	Q8II92	CHEMBL4222	DUTP Pyrophosphatase, Plaf7
Q8IM16_PLAF7	Q8IM16	CHEMBL1741262	Plasmepsin IV, Plaf7
Q8IXA3_HUMAN	Q8IXA3	CHEMBL5434	Casein Kinase I Gamma 1 Isoform, Human
Q8JXU8_9HEPC	Q8JXU8	CHEMBL5375	Hepatitis C Virus NS5B RNA-dependent RNA Polymerase, 9hepc
Q8MHZ5_SHEEP	Q8MHZ5	CHEMBL5015	Ghrelin Receptor, Sheep
Q8MMZ8_EIMTE	Q8MMZ8	CHEMBL5036	CGMP-dependent Protein Kinase, Eimte
Q8MTZ4_9TRYP	Q8MTZ4	CHEMBL4386	Vacuolar-type Proton Translocating Pyrophosphatase 1, 9tryp
Q8QGU2_CHICK	Q8QGU2	CHEMBL2301	FK506 Binding Protein 12, Chick
Q8SPQ9_CANFA	Q8SPQ9	CHEMBL4033	Cyclooxygenase-2, Canine
Q8ST54_TRYCR	Q8ST54	CHEMBL4151	Hexokinase, Trycr
Q8T6J6_PLAFA	Q8T6J6	CHEMBL5173	Orotidine Phosphate Decarboxylase, Plafa
Q8T6T2_CRYPV	Q8T6T2	CHEMBL6145	Inosine-5'-monophosphate Dehydrogenase, Probable, Crypv
Q8T8E7_9TRYP	Q8T8E7	CHEMBL1075193	Metacaspase, 9tryp
Q8T8E9_9TRYP	Q8T8E9	CHEMBL1169595	UDP-galactose 4-epimerase, 9tryp
Q8T9Z7_PLAFA	Q8T9Z7	CHEMBL5648	Purine Nucleoside Phosphorylase, Plafa
Q8VBU5_MOUSE	Q8VBU5	CHEMBL2272	Phosphodiesterase 4B, Mouse
Q8VIE4_RAT	Q8VIE4	CHEMBL3386	Phosphodiesterase 7B, Rat
Q8WMX0_BOVIN	Q8WMX0	CHEMBL2672	Muscarinic Acetylcholine Receptor M1, Bovin
Q8WS26_TRYCR	Q8WS26	CHEMBL4752	Farnesyl Diphosphate Synthase, Trycr
Q91WG0_MOUSE	Q91WG0	CHEMBL2217	Carboxylesterase 2, Mouse
Q91ZM7_RAT	Q91ZM7	CHEMBL305	GABA Receptor Theta Subunit, Rat
Q94F81_MAIZE	Q94F81	CHEMBL4919	Histone Deacetylase HD2, Maize
Q95214_RABIT	Q95214	CHEMBL6141	Acyl-CoA:cholesterol Acyltransferase, Rabit
Q95J97_RABIT	Q95J97	CHEMBL4885	CAMP-dependent Protein Kinase Alpha-catalytic Subunit, Rabit
Q95PM0_TRYBR	Q95PM0	CHEMBL4188	Rhodesain, Trybr
Q95WR6_LEIDO	Q95WR6	CHEMBL4751	Cysteine Protease, Leido
Q962Y6_SCHMA	Q962Y6	CHEMBL6110	Thioredoxin Glutathione Reductase, Schma
Q964Q8_TRYCR	Q964Q8	CHEMBL5833	Farnesyl Synthetase, Putative, Trycr
Q965D5_PLAFA	Q965D5	CHEMBL4150	Enoyl-acyl-carrier Protein Reductase, Plafa
Q965D6_PLAFA	Q965D6	CHEMBL4513	3-oxoacyl-acyl-carrier Protein Reductase, Plafa
Q965D7_PLAFA	Q965D7	CHEMBL4512	Fatty Acid Synthase, Plafa
Q96W81_ASPFM	Q96W81	CHEMBL1681624	14-alpha Sterol Demethylase, Aspfm
Q97R43_STRPN	Q97R43	CHEMBL1075023	5'-methylthioadenosine/S-adenosylhomocysteine Nucleosidase, Strpn
Q993A8_9HIV1	Q993A8	CHEMBL3022	Envelope Polyprotein GP120, 9hiv1
Q99MA2_RAT	Q99MA2	CHEMBL2970	Xaa-Pro Aminopeptidase 2, Rat
Q99MI5_RAT	Q99MI5	CHEMBL2429	Spermidine Synthase, Rat
Q99P97_RAT	Q99P97	CHEMBL3101	Histone Deacetylase 6, Rat
Q9AQH7_STAAU	Q9AQH7	CHEMBL5643	DnaC Helicase, Staau
Q9BDP5_BOVIN	Q9BDP5	CHEMBL3680	Inducible Nitric Oxide Synthase, Bovin
Q9BEG3_BOVIN	Q9BEG3	CHEMBL2980	Arachidonate 5-lipoxygenase, Bovin
Q9BJF5_TOXGO	Q9BJF5	CHEMBL1781862	Calmodulin-domain Protein Kinase 1, Toxgo
Q9BJJ9_PLAFA	Q9BJJ9	CHEMBL1275211	Enoyl-ACP Reductase, Plafa
Q9EPR9_RAT	Q9EPR9	CHEMBL2740	Phosphodiesterase 1A, Rat
Q9ERC0_RAT	Q9ERC0	CHEMBL3309	Neuropeptide Y Receptor Type 2, Rat
Q9ERV0_RAT	Q9ERV0	CHEMBL1687686	Pkd1, Rat
Q9EXV5_ECOLX	Q9EXV5	CHEMBL6131	Beta-lactamase, Ecolx
Q9FBC5_STRPN	Q9FBC5	CHEMBL1075024	Enoyl-(Acyl-carrier-protein) Reductase, Strpn
Q9GPG0_MANSE	Q9GPG0	CHEMBL1075266	Juvenile Hormone Esterase, Manse
Q9GPQ4_TRYVI	Q9GPQ4	CHEMBL6134	IAG-nucleoside Hydrolase, Tryvi
Q9GRG7_9TRYP	Q9GRG7	CHEMBL5672	Glucose-6-phosphate 1-dehydrogenase, 9tryp
Q9GSW0_PLAFA	Q9GSW0	CHEMBL6074	Deoxyhypusine Synthase, Plafa
Q9H3Q8_HUMAN	Q9H3Q8	CHEMBL5702	Calmodulin-dependent Phosphodiesterase, Human
Q9HUN3_PSEAE	Q9HUN3	CHEMBL4511	Replicative DNA Helicase, Pseae
Q9I056_PSEAE	Q9I056	CHEMBL5040	Carboxypeptidase G2, Pseae
Q9I8A2_CHICK	Q9I8A2	CHEMBL2770	Adenosinetriphosphatase, Chick
Q9I8C9_CHICK	Q9I8C9	CHEMBL2945	Vacuolar H(+)-transporting ATPase 116 KDa Subunit, A2 Isoform, Chick
Q9JKC1_RAT	Q9JKC1	CHEMBL3403	Butyrylcholinesterase, Rat
Q9JLY8_RAT	Q9JLY8	CHEMBL5499	C-C Chemokine Receptor Type 1, Rat
Q9JN24_ECOLX	Q9JN24	CHEMBL1795101	Peptide Deformylase, Ecolx
Q9LGC6_ORYSJ	Q9LGC6	CHEMBL5280	Alpha-glucosidase, Orysj
Q9MYX2_PIG	Q9MYX2	CHEMBL2981	Carnitine Palmitoyltransferase 1A, Pig
Q9MZB0_SHEEP	Q9MZB0	CHEMBL4099	Tubulin Alpha-1 Chain, Sheep
Q9N1N9_HORSE	Q9N1N9	CHEMBL5077	Butyrylcholinesterase, Horse
Q9N6S8_PLAFA	Q9N6S8	CHEMBL5800	Falcipain 2, Plafa
Q9NAW2_PLAFA	Q9NAW2	CHEMBL1697672	Falcipain 2, Plafa
Q9NAW4_PLAFA	Q9NAW4	CHEMBL1697661	Cysteine Protease Falcipain-3, Plafa
Q9NBA7_PLAFA	Q9NBA7	CHEMBL4510	Cysteine Protease Falcipain-3, Plafa
Q9NBD4_PLAFA	Q9NBD4	CHEMBL5801	Cysteine Protease Falcipain-2, Plafa
Q9NFS5_PLAFA	Q9NFS5	CHEMBL5803	Spermidine Synthase, Plafa
Q9QXI6_MOUSE	Q9QXI6	CHEMBL1744523	SGLT1 Protein, Mouse
Q9R297_RAT	Q9R297	CHEMBL3875	Thyrotropin-releasing Hormone Receptor 2, Rat
Q9RK76_STRCO	Q9RK76	CHEMBL4534	Putative Beta-hexosaminidase, Strco
Q9S446_STAAU	Q9S446	CHEMBL5362	Sortase, Staau
Q9SEH8_SOYBN	Q9SEH8	CHEMBL4193	Alpha-mannosidase, Soybn
Q9W6Q1_9SALA	Q9W6Q1	CHEMBL5418	Sodium/hydrogen Exchanger, 9sala
Q9WTR4_RAT	Q9WTR4	CHEMBL304	Norepinephrine Transporter, Rat
Q9XAY4_PSEAI	Q9XAY4	CHEMBL1287601	Beta-lactamase VIM-1, Pseai
Q9XSW7_PIG	Q9XSW7	CHEMBL3061	Phosphodiesterase 3A, Pig
Q9XYC7_PLAFA	Q9XYC7	CHEMBL5541	Histone Deacetylase, Plafa
Q9Y006_PLAFA	Q9Y006	CHEMBL6075	HAP Protein (Putative Aspartic Proteinase), Plafa
Q9Y0I0_9TRYP	Q9Y0I0	CHEMBL2601	Adenosine Transporter 1, 9tryp
Q9ZTP8_MAIZE	Q9ZTP8	CHEMBL3541	Histone Deacetylase HD1B, Maize
QPCT_HUMAN	Q16769	CHEMBL4508	Glutaminyl-peptide Cyclotransferase, Human
R1AB_CVHSA	P0C6X7	CHEMBL5118	Replicase Polyprotein 1ab, Cvhsa
R1A_CVHSA	P0C6U8	CHEMBL3927	SARS Coronavirus 3C-like Proteinase, Cvhsa
RABP1_CHICK	P40220	CHEMBL4945	Cellular Retinoic Acid-binding Protein I, Chick
RABP1_MOUSE	P62965	CHEMBL3208	Cellular Retinoic Acid-binding Protein I, Mouse
RABP2_MOUSE	P22935	CHEMBL4172	Cellular Retinoic Acid-binding Protein II, Mouse
RAC1_HUMAN	P63000	CHEMBL6094	Ras-related C3 Botulinum Toxin Substrate 1, Human
RAF1_HUMAN	P04049	CHEMBL1906	Serine/threonine-protein Kinase RAF, Human
RAMP1_HUMAN	O60894	CHEMBL3316	Receptor Activity-modifying Protein 1, Human
RAP1A_HUMAN	P62834	CHEMBL1255139	Ras-related Protein Rap-1A, Human
RARA_HUMAN	P10276	CHEMBL2055	Retinoic Acid Receptor Alpha, Human
RARA_MOUSE	P11416	CHEMBL2792	Retinoic Acid Receptor Alpha, Mouse
RARB_HUMAN	P10826	CHEMBL2008	Retinoic Acid Receptor Beta, Human
RARB_MOUSE	P22605	CHEMBL3266	Retinoic Acid Receptor Beta, Mouse
RARG_HUMAN	P13631	CHEMBL2003	Retinoic Acid Receptor Gamma, Human
RARG_MOUSE	P18911	CHEMBL4177	Retinoic Acid Receptor Gamma, Mouse
RASH_HUMAN	P01112	CHEMBL2167	Transforming Protein P21/H-Ras-1, Human
RBBP9_HUMAN	O75884	CHEMBL1075121	Putative Hydrolase RBBP9, Human
RB_HUMAN	P06400	CHEMBL5288	Retinoblastoma-associated Protein, Human
RENI1_MOUSE	P06281	CHEMBL2615	Renin, Mouse
RENI_CALJA	Q9TSZ1	CHEMBL6056	Renin, Calja
RENI_HUMAN	P00797	CHEMBL286	Renin, Human
RENI_MACMU	Q6DLW5	CHEMBL1287631	Renin, Macmu
RENI_RAT	P08424	CHEMBL2322	Renin, Rat
REST_BORBU	O50979	CHEMBL1667698	Telomere Resolvase ResT, Borbu
RET1_HUMAN	P09455	CHEMBL2076	Cellular Retinol-binding Protein, Human
RET2_HUMAN	P50120	CHEMBL2078	Cellular Retinol-binding Protein II, Human
RET3_HUMAN	P10745	CHEMBL2831	Interstitial Retinol-binding Protein, Human
RET4_HUMAN	P02753	CHEMBL3100	Plasma Retinol-binding Protein, Human
RET5_HUMAN	P82980	CHEMBL2169	Cellular Retinol-binding Protein III, Human
RET7_HUMAN	Q96R05	CHEMBL2355	Cellular Retinol-binding Protein IV, Human
RET_HUMAN	P07949	CHEMBL2041	Tyrosine-protein Kinase Receptor RET, Human
RFA1_HUMAN	P27694	CHEMBL1764940	Replication Protein A 70 KDa DNA-binding Subunit, Human
RHOA_HUMAN	P61586	CHEMBL6052	Transforming Protein RhoA, Human
RIOK1_HUMAN	Q9BRS2	CHEMBL5975	Serine/threonine-protein Kinase RIO1, Human
RIOK2_HUMAN	Q9BVS4	CHEMBL6000	Serine/threonine-protein Kinase RIO2, Human
RIOK3_HUMAN	O14730	CHEMBL5659	Serine/threonine-protein Kinase RIO3, Human
RIPK1_HUMAN	Q13546	CHEMBL5464	Receptor-interacting Serine/threonine-protein Kinase 1, Human
RIPK2_HUMAN	O43353	CHEMBL5014	Serine/threonine-protein Kinase RIPK2, Human
RIPK4_HUMAN	P57078	CHEMBL6083	Receptor-interacting Serine/threonine-protein Kinase 4, Human
RIR1_HHV11	P08543	CHEMBL3840	Ribonucleoside-diphosphate Reductase Large Chain, Hhv11
RIR1_HHV23	P09853	CHEMBL3104	Ribonucleoside-diphosphate Reductase Large Chain, Hhv23
RIR1_HUMAN	P23921	CHEMBL1830	Ribonucleoside-diphosphate Reductase M1 Chain, Human
RIR1_MOUSE	P07742	CHEMBL3739	Ribonucleoside-diphosphate Reductase M1 Chain, Mouse
RIR2_HHV1K	P06474	CHEMBL3566	Ribonucleoside-diphosphate Reductase Small Chain, Hhv1k
RIR2_HHV23	P69520	CHEMBL2418	Ribonucleoside-diphosphate Reductase Small Chain, Hhv23
RIR2_HUMAN	P31350	CHEMBL1954	Ribonucleoside-diphosphate Reductase M2 Chain, Human
RIR2_MOUSE	P11157	CHEMBL3527	Ribonucleoside-diphosphate Reductase M2 Chain, Mouse
RISB_MYCTU	P66034	CHEMBL1075177	6,7-dimethyl-8-ribityllumazine Synthase, Myctu
RK_HUMAN	Q15835	CHEMBL5607	Rhodopsin Kinase, Human
RNAS1_BOVIN	P61823	CHEMBL6091	Ribonuclease Pancreatic, Bovin
RNAS1_HUMAN	P07998	CHEMBL5425	Ribonuclease Pancreatic, Human
RNAS2_HUMAN	P10153	CHEMBL5120	Non-secretory Ribonuclease, Human
RNH1_HUMAN	O60930	CHEMBL5893	Ribonuclease H1, Human
