GeneName1	GeneName2	Distance
CFTR	MOES	0.567
CFTR	MYLK	0.728
CFTR	MAPK8	0.821
CFTR	MME	0.804
CFTR	CES1	0.832
CFTR	DPP4	0.844
CFTR	DNJC5	0.062
CFTR	PRSS3	0.539
CFTR	STAT1	0.826
CFTR	AT1A2	0.8
CFTR	MTOR	0.82
CFTR	FZD5	0.697
CFTR	PTGS1	0.833
CFTR	AKP13	0.823
CFTR	S26A1	0.799
CFTR	PCGF3	0.781
CFTR	CNTP2	0.824
CFTR	DCTN1	0.784
CFTR	DRD2	0.804
CFTR	PPE1	0.84
CFTR	CXB1	0.771
CFTR	CAZA2	0.628
CFTR	A2A3E7	0.837
CFTR	MT-CO3	0.571
CFTR	K1C19	0.751
CFTR	BECN1	0.772
CFTR	PLXB3	0.805
CFTR	S2611	0.737
CFTR	RYR2	0.821
CFTR	TBCE	0.771
CFTR	RAB4A	0.844
CFTR	PARP1	0.816
CFTR	PRKN2	0.759
CFTR	S22A2	0.843
CFTR	VIP	0.534
CFTR	SYT2	0.743
CFTR	F13B	0.823
CFTR	RO60	0.656
CFTR	PLA2G4A	0.818
CFTR	PTGS2	0.698
CFTR	PODO	0.838
CFTR	CITE2	0.83
CFTR	TNFL6	0.82
CFTR	F5	0.687
CFTR	ADCYA	0.57
CFTR	SGK1	0.588
CFTR	ATF6A	0.765
CFTR	NR1I3	0.832
CFTR	APOA2	0.784
CFTR	PEX19	0.719
CFTR	KCJ10	0.695
CFTR	AKA7G	0.74
CFTR	LMNA	0.808
CFTR	GOPC	0.022
CFTR	ROS1	0.737
CFTR	MARCS	0.84
CFTR	NPR1	0.589
CFTR	S10A8	0.826
CFTR	S10A9	0.816
CFTR	S10AA	0.148
CFTR	PSMD4	0.794
CFTR	SCNM1	0.815
CFTR	DMBT1	0.811
CFTR	HTRA1	0.748
CFTR	SEC63	0.695
CFTR	PHGDH	0.807
CFTR	NGF	0.796
CFTR	RASN	0.823
CFTR	VAS1	0.66
CFTR	KCA10	0.829
CFTR	EMD	0.797
CFTR	FLNA	0.693
CFTR	MYO6	0.118
CFTR	ABCD3	0.775
CFTR	ABCA4	0.728
CFTR	ABCC2	0.842
CFTR	FMR1	0.81
CFTR	CLCA4	0.438
CFTR	CLCA2	0.435
CFTR	PRKACB	0.2
CFTR	BAG2	0.804
CFTR	SL9A6	0.303
CFTR	GSTA4	0.694
CFTR	GNAS1	0.813
CFTR	PKHD1	0.74
CFTR	STX16	0.813
CFTR	CP2J2	0.73
CFTR	ENTP1	0.804
CFTR	JUN	0.71
CFTR	BSND	0.621
CFTR	CP2CJ	0.738
CFTR	UBE2A	0.843
CFTR	KCNG1	0.838
CFTR	CP4X1	0.754
CFTR	PTEN	0.818
CFTR	J3KPA4	0.744
CFTR	RSPH9	0.805
CFTR	BEST4	0.804
CFTR	SFTPD	0.772
CFTR	J3KPA7	0.827
CFTR	MMP9	0.838
CFTR	GUC2B	0.717
CFTR	ADA	0.683
CFTR	STXB1	0.737
CFTR	PGK1	0.804
CFTR	AEDO	0.731
CFTR	GSN	0.726
CFTR	CISD1	0.592
CFTR	DESM	0.826
CFTR	MBL2	0.656
CFTR	TLR4	0.141
CFTR	KGP1	0.054
CFTR	ITPR3	0.74
CFTR	GDF5	0.733
CFTR	MUSK	0.798
CFTR	THIO	0.804
CFTR	P2RY4	0.576
CFTR	AKAP2	0.835
CFTR	ELP1	0.84
CFTR	FZD8	0.771
CFTR	ABCA1	0.754
CFTR	BRD2	0.796
CFTR	PPBT	0.571
CFTR	MLP3A	0.779
CFTR	ECE1	0.8
CFTR	ITGB1	0.813
CFTR	DRB5	0.809
CFTR	RNF5	0.065
CFTR	SCN1A	0.817
CFTR	NEU1	0.73
CFTR	HSP71	0.629
CFTR	HSP71	0.603
CFTR	HS71L	0.663
CFTR	CLCKB	0.693
CFTR	SYK	0.6
CFTR	CTRC	0.539
CFTR	CLCN5	0.57
CFTR	1C07	0.821
CFTR	J3KPD9	0.838
CFTR	ANF	0.113
CFTR	MTHFR	0.737
CFTR	FBX6	0.804
CFTR	J3KPE3	0.678
CFTR	CYTF	0.8
CFTR	SYVN1	0.653
CFTR	KAPCG	0.2
CFTR	FTL	0.82
CFTR	TGON2	0.759
CFTR	ATX2	0.805
CFTR	PHF13	0.695
CFTR	CUBN	0.821
CFTR	SLC22A6	0.798
CFTR	MYC	0.781
CFTR	CASK	0.829
CFTR	LIG3	0.74
CFTR	DAAF1	0.807
CFTR	PODXL	0.807
CFTR	LGALS7	0.71
CFTR	ID4	0.749
CFTR	MCM8	0.683
CFTR	POLA1	0.538
CFTR	PCNA	0.846
SRS10	SFPQ	0.835
SRS10	RA1L2	0.817
SRS10	J3KP15	0.849
SRS10	CELF1	0.838
SRS10	PCBP2	0.82
SRS10	ETS2	0.79
SRS10	PED1A	0.665
SRS10	UBA3	0.846
SRS10	F5	0.101
SRS10	PNISR	0.71
SRS10	SCAFB	0.794
SRS10	HNRPQ	0.734
SRS10	PR38B	0.618
SRS10	PAIRB	0.848
SRS10	CDC5L	0.834
SRS10	GRIN1	0.843
SRS10	CX056	0.82
SRS10	YBOX1	0.772
SRS10	DNJC9	0.833
SRS10	SF3A3	0.846
SRS10	AGO1	0.698
SRS10	SRSF3	0.788
SRS10	LUZP1	0.714
SRS10	CRNL1	0.827
SRS10	SF01	0.836
SRS10	H2B1L	0.8
SRS10	EPAB2	0.715
SRS10	SMN	0.729
SRS10	PSIP1	0.846
SRS10	SMN	0.76
SRS10	ETS1	0.777
SRS10	ISY1	0.826
SRS10	SRPK2	0.676
SRS10	SRSF5	0.844
SRS10	KNCN	0.704
SRS10	EWS	0.343
SRS10	SLC7A2	0.838
SRS10	ERG	0.278
SRS10	B5MCT2	0.538
SRS10	ELAV1	0.79
SRS10	GGT2	0.734
SRS10	CEBPD	0.835
SRS10	E9PC62	0.832
SRS10	B4DS61	0.678
SRS10	CPSF6	0.845
SRS10	GSPT1	0.808
SRS10	RUXE	0.834
SRS10	TIA1	0.846
SRS10	VPS53	0.835
SRS10	FAN	0.82
SRS10	PTBP2	0.788
SRS10	TRA2B	0.786
SRS10	DHX36	0.807
RGL2	RALA	0.535
RGL2	RBP1	0.695
RGL2	EXOC2	0.695
RGL2	DX39A	0.844
RGL2	RAP2A	0.73
RGL2	RRAS	0.505
RGL2	RAP1B	0.31
RGL2	ACBG2	0.825
RGL2	K4DI84	0.833
RGL2	KRAS	0.598
RGL2	RRAS2	0.109
RGL2	HSD17B4	0.771
RGL2	PHC2	0.773
RGL2	RHEB	0.813
RGL2	RASL2	0.816
RGL2	DCPS	0.652
RGL2	P3C2A	0.8
RGL2	NEK8	0.74
RGL2	RALB	0.567
RGL2	THS7B	0.781
RGL2	RASA1	0.812
RGL2	ARF6	0.838
RGL2	RFXK	0.773
RGL2	HRAS	0.22
RGL2	CDC42	0.771
RGL2	ZHX2	0.757
RGL2	RAPH1	0.848
RGL2	HMHA1	0.831
RGL2	HSD17B6	0.805
RGL2	RAP2B	0.838
RGL2	CALR	0.807
RGL2	EXOC3	0.74
RGL2	OR6T1	0.695
RGL2	T151A	0.695
RGL2	EXOC1	0.74
RGL2	H2A2C	0.848
RGL2	SH3B4	0.823
RGL2	J3KNU0	0.823
RGL2	SWAHD	0.66
RGL2	PLD1	0.799
RGL2	KRIT1	0.837
RGL2	MYO1F	0.84
RGL2	RAP1A	0.66
RGL2	PRRT2	0.682
RGL2	CC135	0.699
RGL2	PCGF2	0.788
RGL2	TAGAP	0.827
RGL2	RING2	0.804
RGL2	KLDC9	0.83
RGL2	H2A2A	0.848
RGL2	H2A2A	0.848
RGL2	RASN	0.624
RGL2	KLHL4	0.765
RGL2	OGT1	0.805
RGL2	TGIF2	0.797
RGL2	WDR46	0.692
RGL2	RING1	0.615
RGL2	HSD17B8	0.391
RGL2	S39A7	0.577
RGL2	RXRB	0.325
RGL2	Q4VXY6	0.3
RGL2	PBX2	0.838
RGL2	STK19	0.789
RGL2	BMI1	0.807
RGL2	RHG27	0.759
RGL2	CST9L	0.74
RGL2	ARAF	0.751
RGL2	AKD1A	0.789
RGL2	STK19	0.801
RGL2	TM119	0.849
RGL2	PRC1	0.807
RGL2	TPSN	0.373
RGL2	CNTN4	0.829
RGL2	K0020	0.812
RGL2	SLIK6	0.823
RGL2	HSD17B8	0.391
RGL2	S39A7	0.345
RGL2	STK19	0.808
RGL2	RS18	0.799
RGL2	RXRB	0.325
RGL2	RXRB	0.325
RGL2	KIFC1	0.843
RGL2	TPSN	0.671
RGL2	RING1	0.448
RGL2	PBX2	0.838
RGL2	RXRB	0.325
RGL2	WDR46	0.626
RGL2	RS18	0.801
RGL2	PBX2	0.838
RGL2	DAXX	0.8
RGL2	HSD17B8	0.391
RGL2	TPSN	0.373
RGL2	KIFC1	0.823
RGL2	BRD2	0.845
RGL2	RS18	0.801
NR6A1	AP2D	0.73
NR6A1	FGF4	0.693
NR6A1	SALL4	0.765
NR6A1	H9KV25	0.693
NR6A1	NANOG	0.57
NR6A1	HAND1	0.808
NR6A1	SYRC	0.682
NR6A1	CD97	0.745
NR6A1	BMP4	0.804
NR6A1	GDF1	0.814
NR6A1	LIF	0.724
NR6A1	LRRC4	0.828
NR6A1	BMP15	0.66
NR6A1	MNX1	0.74
NR6A1	BTG1	0.381
NR6A1	VRTN	0.826
NR6A1	AMHR2	0.835
NR6A1	PSMB7	0.82
NR6A1	GCM1	0.816
NR6A1	PS1C1	0.84
NR6A1	PO5F1	0.5
NR6A1	GYS2	0.842
NR6A1	ZFAN6	0.829
NR6A1	GBB5	0.777
NR6A1	ZN282	0.84
NR6A1	MUL1	0.023
NR6A1	DNM3A	0.548
NR6A1	CREM	0.73
NR6A1	SYCP3	0.826
NR6A1	CYP11A1	0.837
NR6A1	NCOR1	0.224
NR6A1	TAF4B	0.715
NR6A1	GATA6	0.799
NR6A1	STRA8	0.74
NR6A1	ST18	0.8
NR6A1	ZP1	0.759
NR6A1	ITA5	0.845
NR6A1	LHCGR	0.843
NR6A1	TDGF1	0.765
NR6A1	ABCE1	0.754
NR6A1	GDF9	0.586
NR6A1	RMXL2	0.832
NR6A1	IRX1	0.82
NR6A1	CEBPB	0.84
NR6A1	UTF1	0.66
NR6A1	HSP1	0.571
NR6A1	STAR6	0.843
NR6A1	ZFP42	0.733
NR6A1	EMR2	0.799
NR6A1	KCNRG	0.833
NR6A1	CYP2B6	0.848
NR6A1	FOXL1	0.83
NR6A1	NRIP1	0.825
NR6A1	MYT1	0.8
NR6A1	DNM3B	0.126
NR6A1	ZAR1	0.71
NR6A1	SOX1	0.73
NR6A1	CO7A1	0.797
NR6A1	CSTFT	0.82
NR6A1	FIGLA	0.773
NR6A1	MC2R	0.82
NR6A1	GATA4	0.795
NR6A1	GP144	0.571
NR6A1	DPPA4	0.781
NR6A1	DPPA3	0.799
NR6A1	CPSF1	0.826
NR6A1	UB2V1	0.614
NR6A1	HXA1	0.793
NR6A1	G3V2F7	0.652
NR6A1	MORN2	0.695
NR6A1	NCOR2	0.424
NR6A1	ZP4	0.815
NR6A1	PRKN2	0.631
NR6A1	LHX9	0.765
NR6A1	ITA10	0.741
NR6A1	SYCP1	0.8
NR6A1	FOXD3	0.759
NR6A1	SPAT6	0.772
NR6A1	ESX1	0.82
NR6A1	BMP8B	0.818
NR6A1	KLF4	0.818
NR6A1	BRD2	0.841
NR6A1	UIMC1	0.131
NR6A1	NR0B1	0.786
NR6A1	GPR56	0.766
NR6A1	CDX2	0.796
NR6A1	DB125	0.813
NR6A1	RNS13	0.82
NR6A1	PO5F1	0.66
NR6A1	LIN41	0.837
NR6A1	Q8IU74	0.817
NR6A1	P5F1B	0.486
NR6A1	UBE2D2	0.375
NR6A1	DAZL	0.743
NR6A1	GP1BB	0.84
NR6A1	PAPOB	0.729
NR6A1	RL40	0.809
NR6A1	PO5F1	0.66
NR6A1	PO5F1	0.442
NR6A1	PO5F1	0.66
NR6A1	RFPLA	0.83
NR6A1	FBX15	0.781
NR6A1	MYT1L	0.8
NR6A1	PO5F1	0.444
NR6A1	P3C2G	0.838
NR6A1	PO5F1	0.445
NR6A1	RXRA	0.369
UHMK1	ERLEC	0.83
UHMK1	SULT2B1	0.804
UHMK1	APLP1	0.846
UHMK1	CDN1B	0.149
UHMK1	FZD3	0.84
UHMK1	E2F8	0.817
UHMK1	PDIP3	0.831
UHMK1	GRWD1	0.771
UHMK1	IF2A	0.836
UHMK1	HUS1	0.847
UHMK1	TUBB2B	0.788
UHMK1	FXYD6	0.727
UHMK1	NP1L1	0.822
UHMK1	NDC80	0.84
UHMK1	TAOK1	0.841
UHMK1	NUBP2	0.82
UHMK1	CDN2C	0.817
UHMK1	USE1	0.8
UHMK1	IF4G3	0.826
UHMK1	ZFR	0.827
UHMK1	GA2L3	0.668
UHMK1	T4S5	0.67
UHMK1	RCD1	0.838
UHMK1	TCTA	0.835
UHMK1	GUF1	0.817
UHMK1	SYN1	0.192
UHMK1	T4S18	0.82
UHMK1	PP1B	0.813
UHMK1	ACSL6	0.807
UHMK1	SLC7A3	0.751
UHMK1	TRUB1	0.714
UHMK1	T4S1	0.837
UHMK1	SF3B3	0.817
UHMK1	PAM	0.323
UHMK1	U2AF2	0.748
UHMK1	PSMD1	0.8
UHMK1	KLF7	0.84
UHMK1	2AAB	0.818
UHMK1	CPT1B	0.843
UHMK1	DYR1B	0.845
UHMK1	TTC27	0.773
UHMK1	EDEM3	0.84
UHMK1	OS9	0.838
UHMK1	KIF15	0.821
UHMK1	PCM1	0.74
UHMK1	AP1S1	0.82
UHMK1	HORM2	0.837
UHMK1	PUM2	0.834
UHMK1	ZFP91	0.757
UHMK1	RAD1	0.84
UHMK1	SEPT6	0.832
UHMK1	ADR1	0.849
UHMK1	PKN1	0.832
UHMK1	GA2L1	0.804
UHMK1	UBC	0.843
UHMK1	PPTC7	0.827
UHMK1	G3BP1	0.759
UHMK1	IGBP1	0.798
UHMK1	NF1	0.693
UHMK1	ERGI2	0.84
UHMK1	KAP1	0.724
UHMK1	LONM	0.798
UHMK1	CAPON	0.797
UHMK1	HORM1	0.837
UHMK1	CNST	0.83
UHMK1	B3GL2	0.824
UHMK1	GCP60	0.84
UHMK1	FBX28	0.83
UHMK1	EPRS	0.843
UHMK1	PR15B	0.826
UHMK1	KIF14	0.821
UHMK1	RO60	0.823
UHMK1	XPR1	0.827
UHMK1	CE350	0.833
UHMK1	TIPRL	0.798
UHMK1	SH21B	0.694
UHMK1	TSN2	0.726
UHMK1	ABL1	0.681
UHMK1	TRUB2	0.66
UHMK1	4EBP2	0.829
UHMK1	OTUD1	0.829
UHMK1	PP1RA	0.804
UHMK1	LRC47	0.573
UHMK1	SLC7A1	0.835
UHMK1	CTIF	0.757
UHMK1	CONA1	0.803
UHMK1	PRC2C	0.84
UHMK1	ELMO3	0.795
UHMK1	MOB1A	0.84
UHMK1	SLC7A2	0.838
UHMK1	DAAM2	0.765
UHMK1	RB12B	0.841
UHMK1	HECD1	0.744
UHMK1	ELAV1	0.785
UHMK1	MPPD1	0.781
UHMK1	RGS4	0.727
UHMK1	DJB14	0.757
UHMK1	CDK16	0.838
UHMK1	PP1RA	0.828
UHMK1	PP1RA	0.844
UHMK1	B4DIV7	0.82
UHMK1	STMN1	0.338
UHMK1	ACN9	0.838
UHMK1	E9PII6	0.838
C9JPK7	CC113	0.799
C9JPK7	MAAT1	0.797
C9JPK7	SMRP1	0.803
C9JPK7	TT21A	0.8
C9JPK7	CCD65	0.799
C9JPK7	TC1D2	0.797
C9JPK7	CCD40	0.797
C9JPK7	TTC18	0.797
C9JPK7	CCD39	0.799
PDE6B	CRY1	0.771
PDE6B	GUCA1A	0.486
PDE6B	IMPG2	0.6
PDE6B	CRBB3	0.84
PDE6B	HMOX1	0.824
PDE6B	GUC2F	0.075
PDE6B	GLA	0.732
PDE6B	RP1	0.343
PDE6B	FIZ1	0.834
PDE6B	CRX	0.345
PDE6B	MEST	0.805
PDE6B	RBP3	0.692
PDE6B	NAGLU	0.85
PDE6B	PAHO	0.709
PDE6B	RCVRN	0.656
PDE6B	GNRHR	0.838
PDE6B	GBB3	0.629
PDE6B	TULP1	0.482
PDE6B	TFEB	0.801
PDE6B	GUC1B	0.626
PDE6B	PRPH2	0.537
PDE6B	HBEGF	0.824
PDE6B	GRM6	0.755
PDE6B	GNAT1	0.042
PDE6B	5NT1A	0.101
PDE6B	DEPD7	0.813
PDE6B	5NT3A	0.101
PDE6B	EGR2	0.738
PDE6B	NT5C	0.101
PDE6B	IDUA	0.448
PDE6B	GNGT1	0.138
PDE6B	OPSB	0.571
PDE6B	CNGB1	0.029
PDE6B	GNAT2	0.175
PDE6B	KRT12	0.594
PDE6B	K2C5	0.74
PDE6B	FSHB	0.734
PDE6B	ADCY7	0.101
PDE6B	GUC2D	0.068
PDE6B	PDE6A	0.042
PDE6B	NT5E	0.101
PDE6B	PERI	0.625
PDE6B	RDH5	0.662
PDE6B	PKHA8	0.726
PDE6B	GMPR	0.101
PDE6B	ADCY3	0.101
PDE6B	SIX3	0.807
PDE6B	FGFR3	0.771
PDE6B	GUCY2C	0.081
PDE6B	GBB5	0.086
PDE6B	NCKX1	0.762
PDE6B	VSX2	0.726
PDE6B	RPE65	0.44
PDE6B	PITM3	0.828
PDE6B	TXK	0.82
PDE6B	GCYB1	0.098
PDE6B	THRA	0.83
PDE6B	NOE2	0.845
PDE6B	EGF	0.817
PDE6B	TFEC	0.787
PDE6B	PDE6H	0.681
PDE6B	RDH12	0.531
PDE6B	RLBP1	0.52
PDE6B	AKT1	0.84
PDE6B	PDE4A	0.754
PDE6B	CTSK	0.807
PDE6B	MEIS1	0.807
PDE6B	CNGA3	0.682
PDE6B	EGFR	0.631
PDE6B	PLIN2	0.805
PDE6B	LCN2	0.818
PDE6B	NOTC1	0.805
PDE6B	IMP1L	0.781
PDE6B	ROM1	0.621
PDE6B	CAPN1	0.692
PDE6B	EPS8	0.813
PDE6B	PO4F2	0.826
PDE6B	FLT1	0.838
PDE6B	ADCY8	0.101
PDE6B	PPE2	0.727
PDE6B	AIFM1	0.703
PDE6B	PDE6D	0.66
PDE6B	SST	0.773
PDE6B	GATD1	0.655
PDE6B	KIT	0.849
PDE6B	CRYAA	0.838
PDE6B	CABP5	0.821
PDE6B	ADCY9	0.101
PDE6B	LHCGR	0.809
PDE6B	BBS5	0.808
PDE6B	TGFA	0.74
PDE6B	MERTK	0.575
PDE6B	MITF	0.492
PDE6B	RHO	0.38
PDE6B	GCYA3	0.101
PDE6B	CAMLG	0.801
PDE6B	RP9	0.636
PDE6B	SHH	0.807
PDE6B	ADCY1	0.101
PDE6B	HPRT1	0.101
PDE6B	ELP4	0.773
PDE6B	ABTB2	0.778
PDE6B	GBGT2	0.759
PDE6B	CA4	0.71
PDE6B	G8JLA7	0.704
PDE6B	ENTP3	0.101
PDE6B	PRP8	0.626
PDE6B	BFSP2	0.842
PDE6B	USH2A	0.578
PDE6B	CHSTE	0.805
PDE6B	CANT1	0.101
PDE6B	J3KNF5	0.804
PDE6B	HRAS	0.846
PDE6B	ADAM17	0.753
PDE6B	CASP3	0.805
PDE6B	ADCY6	0.101
PDE6B	ARRC	0.535
PDE6B	DUS3L	0.8
PDE6B	ADCY4	0.101
PDE6B	EGFLA	0.8
PDE6B	TFE3	0.805
PDE6B	PRPF3	0.632
PDE6B	CNGB3	0.516
PDE6B	PITPNA	0.805
PDE6B	U520	0.637
PDE6B	NGN2	0.698
PDE6B	GUK1	0.101
PDE6B	ZN513	0.615
PDE6B	D103A	0.807
PDE6B	CLRN1	0.634
PDE6B	SOX2	0.792
PDE6B	PRP31	0.632
PDE6B	D103A	0.812
PDE6B	CABP4	0.632
PDE6B	MEIS2	0.79
PDE6B	OR4Q3	0.82
PDE6B	CB071	0.599
PDE6B	FGF3	0.821
PDE6B	R9BP	0.09
PDE6B	FSCN2	0.632
PDE6B	RK	0.588
PDE6B	PPP1CC	0.846
PDE6B	ENTP5	0.101
PDE6B	U119A	0.759
PDE6B	LRAT	0.67
PDE6B	DCX	0.83
PDE6B	PIDD	0.821
PDE6B	GRB2	0.801
PDE6B	CRYZ	0.581
PDE6B	NT5C2	0.101
PDE6B	FOXO3	0.833
PDE6B	PAX4	0.715
PDE6B	NYX	0.701
PDE6B	PTPN11	0.805
PDE6B	NPR2	0.094
PDE6B	CLUL1	0.832
PDE6B	CERKL	0.46
PDE6B	KCJ14	0.799
PDE6B	SLPI	0.809
PDE6B	ADCY2	0.1
PDE6B	KLHL7	0.615
PDE6B	OTX2	0.815
PDE6B	GUCY1A2	0.101
PDE6B	IMPDH1	0.676
PDE6B	ELOV2	0.82
PDE6B	CRBA4	0.797
PDE6B	SEM4A	0.672
PDE6B	ENTP2	0.773
PDE6B	RET	0.796
PDE6B	CDC16	0.774
PDE6B	PHLP2	0.71
PDE6B	PITM1	0.805
PDE6B	SON	0.626
PDE6B	INSR2	0.815
PDE6B	MPPD2	0.772
PDE6B	NF1	0.832
PDE6B	ENTP4	0.101
PDE6B	RGR	0.615
PDE6B	5NT1B	0.101
PDE6B	TOPRS	0.632
PDE6B	SOX10	0.832
PDE6B	WHRN	0.8
PDE6B	CD2A2	0.805
PDE6B	CNTF	0.796
PDE6B	NEK2	0.832
PDE6B	RD3	0.754
PDE6B	CRUM1	0.535
PDE6B	ADCYA	0.101
PDE6B	NPR1	0.081
PDE6B	ELOVL4	0.733
PDE6B	OPSG	0.765
PDE6B	OPSG	0.771
PDE6B	IMPG1	0.832
PDE6B	ABCA4	0.495
PDE6B	EYS	0.615
PDE6B	ENTP1	0.101
PDE6B	ENTP8	0.101
PDE6B	OPN4	0.783
PDE6B	CDHR1	0.785
PDE6B	MMP9	0.804
PDE6B	GUC2B	0.773
PDE6B	FGR	0.82
PDE6B	CACNA1F	0.712
PDE6B	NPPB	0.802
PDE6B	ENTP6	0.101
PDE6B	ERRFI	0.772
PDE6B	APRT	0.101
PDE6B	RPGR	0.57
PDE6B	GNB1	0.142
PDE6B	PAX6	0.431
PDE6B	ITPA	0.101
PDE6B	TTC8	0.733
PDE6B	IDH3B	0.616
PDE6B	GP143	0.804
PDE6B	PDX1	0.676
PDE6B	AIPL1	0.662
PDE6B	KCNV2	0.804
PDE6B	CA2D4	0.843
PDE6B	TYRP1	0.812
PDE6B	NT5M	0.101
PDE6B	PDC	0.781
PDE6B	PAX3	0.759
PDE6B	STT3A	0.726
PDE6B	SPAT7	0.776
PDE6B	CNTN4	0.766
PDE6B	GNAT3	0.2
PDE6B	DIAP1	0.805
PDE6B	ATX7	0.714
PDE6B	RPGR1	0.66
PDE6B	TM196	0.799
PDE6B	CNGA1	0.067
PDE6B	GPR98	0.632
PDE6B	SOS1	0.742
PDE6B	F161A	0.341
PDE6B	MYO7A	0.663
PDE6B	ARRS	0.601
PDE6B	GLUC	0.801
PDE6B	DCDC1	0.771
PDE6B	TYRP2	0.832
PDE6B	GMPR2	0.101
PDE6B	NCOA2	0.74
PDE6B	H7C298	0.771
PDE6B	B4DZD6	0.698
PDE6B	PROM1	0.717
PDE6B	ADCY5	0.101
PDE6B	GMPS	0.101
PDE6B	ENW1	0.849
OX2G	X3CL1	0.71
OX2G	CD9	0.843
OX2G	CD4	0.627
OX2G	CD22	0.729
OX2G	TGFB1	0.827
OX2G	ICAM5	0.829
OX2G	CADM4	0.744
OX2G	RBP3	0.757
OX2G	CCL2	0.805
OX2G	CD38	0.765
OX2G	IFNG	0.762
OX2G	IL4	0.799
OX2G	TREM1	0.843
OX2G	CCR7	0.838
OX2G	FGL2	0.74
OX2G	CD68	0.832
OX2G	GFAP	0.816
OX2G	J3KN03	0.621
OX2G	K1C15	0.626
OX2G	IL6	0.695
OX2G	HUS1	0.796
OX2G	TLR2	0.812
OX2G	SCARB1	0.837
OX2G	TYOBP	0.66
OX2G	LY75	0.826
OX2G	CD81	0.812
OX2G	MUC18	0.8
OX2G	CD80	0.846
OX2G	ICAM1	0.815
OX2G	SCRB2	0.812
OX2G	CD27	0.82
OX2G	PHLA1	0.835
OX2G	TSN3	0.792
OX2G	TNR11	0.341
OX2G	LIRB4	0.841
OX2G	RASA1	0.812
OX2G	J3KN83	0.759
OX2G	OCSTP	0.717
OX2G	IL18	0.833
OX2G	SPRL1	0.844
OX2G	CD8A	0.843
OX2G	ITAM	0.838
OX2G	TMED6	0.771
OX2G	CXCR5	0.83
OX2G	CCR2	0.828
OX2G	CCL5	0.843
OX2G	RET7	0.838
OX2G	LRRT1	0.749
OX2G	TLR3	0.804
OX2G	CSF2	0.818
OX2G	CTLA4	0.754
OX2G	T4S1	0.832
OX2G	IRS1	0.57
OX2G	SIRPG	0.812
OX2G	CD166	0.826
OX2G	CD36	0.81
OX2G	RAG2	0.847
OX2G	CD34	0.695
OX2G	MO2R1	0.006
OX2G	CD19	0.476
OX2G	MCP	0.815
OX2G	CLM9	0.847
OX2G	SEM6D	0.85
OX2G	TNR12	0.85
OX2G	CLM1	0.82
OX2G	TNR18	0.826
OX2G	TSPO	0.804
OX2G	CD86	0.826
OX2G	BTLA	0.625
OX2G	CD5	0.781
OX2G	VSTM1	0.8
OX2G	T120B	0.759
OX2G	NUMB	0.44
OX2G	SHPS1	0.634
OX2G	CD163	0.781
OX2G	HLAG	0.82
OX2G	TLR9	0.771
OX2G	CD47	0.682
OX2G	PTPRC	0.771
OX2G	TNFL6	0.8
OX2G	CD48	0.785
OX2G	LFA3	0.82
OX2G	CD40L	0.82
OX2G	OX2R	0.356
OX2G	J3KPA4	0.82
OX2G	TNR5	0.681
OX2G	TREM2	0.749
OX2G	TLR4	0.771
OX2G	AIF1	0.792
OX2G	FOXP3	0.667
OX2G	CD83	0.753
OX2G	TLR7	0.771
OX2G	CLC6A	0.798
OX2G	CA2D4	0.838
OX2G	LAIR1	0.804
OX2G	MYD88	0.838
OX2G	MO2R2	0.341
OX2G	CX3C1	0.695
OX2G	CADM2	0.797
OX2G	CLC4K	0.843
OX2G	CEP44	0.833
OX2G	TNF	0.728
OX2G	TNF	0.146
OX2G	IL10	0.74
OX2G	PROM1	0.82
OX2G	GOLI4	0.8
RWDD1	PSMA4	0.751
RWDD1	J3QK82	0.797
RWDD1	ESF1	0.549
RWDD1	TRM6	0.846
RWDD1	SPG21	0.848
RWDD1	RPAB1	0.816
RWDD1	FKBP3	0.839
RWDD1	CNIH1	0.84
RWDD1	PSMA3	0.846
RWDD1	TAF9	0.83
RWDD1	COXM2	0.815
RWDD1	J3KMW5	0.781
RWDD1	RHOV	0.838
RWDD1	X6R2P6	0.838
RWDD1	GTPBA	0.844
RWDD1	BUD31	0.849
RWDD1	RBM28	0.602
RWDD1	PSMA2	0.806
RWDD1	AATF	0.6
RWDD1	C1QBP	0.827
RWDD1	DRG2	0.095
RWDD1	LTOR3	0.842
RWDD1	KRR1	0.571
RWDD1	BYST	0.846
RWDD1	CX7A2	0.777
RWDD1	DDX1	0.807
RWDD1	CEBPZ	0.831
RWDD1	EBP2	0.456
RWDD1	EF1B	0.784
RWDD1	TBPL1	0.84
RWDD1	SLIRP	0.812
RWDD1	NAA50	0.84
RWDD1	RRP36	0.729
RWDD1	RU2B	0.844
RWDD1	GSCR2	0.708
RWDD1	COX7C	0.809
RWDD1	ZC3HE	0.773
RWDD1	DHX29	0.841
RWDD1	SSF1	0.668
RWDD1	RRP8	0.84
RWDD1	SAS10	0.846
RWDD1	NIP7	0.846
RWDD1	HPBP1	0.79
RWDD1	TAP26	0.826
RWDD1	IMP4	0.825
RWDD1	RSL24D1	0.671
RWDD1	ASND1	0.801
RWDD1	LA	0.468
RWDD1	ARL1	0.848
RWDD1	CN166	0.794
RWDD1	SMRD3	0.84
RWDD1	PSMB1	0.831
RWDD1	J3KN38	0.844
RWDD1	PNO1	0.825
RWDD1	HAT1	0.761
